Time(ms),Temperature(C),Pressure(Pa),ABS Altitude(m),Rel Altitude(m)
127323,13.90,101684.00,-29.82,0.50
127419,14.00,101681.00,-29.57,0.75
127514,14.00,101676.00,-29.16,1.16
127609,14.00,101676.00,-29.16,1.16
127706,14.00,101670.00,-28.66,1.66
127801,14.00,101669.00,-28.58,1.74
127897,14.00,101667.00,-28.41,1.91
127992,14.00,101675.00,-29.08,1.24
128089,14.00,101679.00,-29.41,0.91
128184,14.00,101677.00,-29.24,1.08
128279,14.00,101675.00,-29.08,1.24
128375,14.00,101673.00,-28.91,1.41
128471,14.00,101674.00,-28.99,1.33
128567,14.00,101670.00,-28.66,1.66
128662,14.00,101672.00,-28.83,1.49
128758,14.00,101680.00,-29.49,0.83
128854,14.00,101671.00,-28.74,1.58
128950,14.00,101671.00,-28.74,1.58
129045,14.00,101669.00,-28.58,1.74
129140,14.00,101674.00,-28.99,1.33
129236,14.00,101669.00,-28.58,1.74
129332,14.00,101672.00,-28.83,1.49
129428,14.00,101675.00,-29.08,1.24
129523,14.00,101673.00,-28.91,1.41
129619,14.00,101670.00,-28.66,1.66
129715,14.00,101678.00,-29.32,1.00
129810,14.00,101674.00,-28.99,1.33
129906,14.00,101672.00,-28.83,1.49
130001,14.00,101672.00,-28.83,1.49
130098,14.00,101673.00,-28.91,1.41
130193,14.00,101664.00,-28.16,2.16
130289,14.00,101666.00,-28.33,1.99
130384,14.00,101665.00,-28.25,2.07
130481,14.00,101672.00,-28.83,1.49
130576,14.00,101676.00,-29.16,1.16
130671,14.00,101680.00,-29.49,0.83
130767,14.00,101683.00,-29.74,0.58
130863,14.00,101680.00,-29.49,0.83
130959,14.00,101679.00,-29.41,0.91
131054,14.00,101673.00,-28.91,1.41
131150,14.00,101672.00,-28.83,1.49
131246,14.00,101674.00,-28.99,1.33
131341,14.00,101680.00,-29.49,0.83
131437,14.00,101677.00,-29.24,1.08
131532,14.00,101672.00,-28.83,1.49
131629,14.00,101672.00,-28.83,1.49
131724,14.00,101677.00,-29.24,1.08
131820,14.00,101675.00,-29.08,1.24
131915,14.00,101680.00,-29.49,0.83
132012,14.00,101684.00,-29.82,0.50
132107,14.00,101682.00,-29.66,0.66
132202,14.00,101679.00,-29.41,0.91
132298,14.00,101682.00,-29.66,0.66
132393,14.00,101680.00,-29.49,0.83
132490,14.00,101679.00,-29.41,0.91
132585,14.00,101685.00,-29.91,0.41
132681,14.00,101686.00,-29.99,0.33
132776,14.00,101687.00,-30.07,0.25
132872,14.00,101689.00,-30.24,0.08
132968,14.00,101682.00,-29.66,0.66
133063,14.00,101684.00,-29.82,0.50
133159,14.00,101682.00,-29.66,0.66
133255,14.00,101675.00,-29.08,1.24
133351,14.00,101682.00,-29.66,0.66
133446,14.00,101675.00,-29.08,1.24
133542,14.00,101684.00,-29.82,0.50
133638,14.00,101684.00,-29.82,0.50
133733,14.00,101678.00,-29.32,1.00
133829,14.00,101682.00,-29.66,0.66
133924,14.00,101671.00,-28.74,1.58
134021,14.00,101679.00,-29.41,0.91
134116,14.00,101666.00,-28.33,1.99
134212,14.00,101672.00,-28.83,1.49
134307,14.00,101671.00,-28.74,1.58
134403,14.00,101675.00,-29.08,1.24
134499,14.00,101676.00,-29.16,1.16
134594,14.00,101670.00,-28.66,1.66
134690,14.00,101676.00,-29.16,1.16
134786,14.00,101671.00,-28.74,1.58
134882,14.00,101680.00,-29.49,0.83
134977,14.00,101682.00,-29.66,0.66
135073,14.00,101682.00,-29.66,0.66
135169,14.00,101678.00,-29.32,1.00
135264,14.00,101671.00,-28.74,1.58
135360,14.00,101679.00,-29.41,0.91
135455,14.00,101678.00,-29.32,1.00
135552,14.00,101674.00,-28.99,1.33
135647,14.00,101683.00,-29.74,0.58
135743,13.90,101675.00,-29.08,1.24
135838,13.90,101676.00,-29.16,1.16
135933,13.90,101674.00,-28.99,1.33
136030,13.90,101669.00,-28.58,1.74
136125,13.90,101672.00,-28.83,1.49
136221,14.00,101675.00,-29.08,1.24
136316,14.00,101677.00,-29.24,1.08
136413,13.90,101675.00,-29.08,1.24
136508,14.00,101666.00,-28.33,1.99
136604,14.00,101673.00,-28.91,1.41
136699,14.00,101676.00,-29.16,1.16
136795,14.00,101679.00,-29.41,0.91
136895,14.00,101674.00,-28.99,1.33
136991,14.00,101680.00,-29.49,0.83
137092,14.00,101679.00,-29.41,0.91
137188,14.00,101670.00,-28.66,1.66
137288,13.90,101668.00,-28.49,1.83
137383,14.00,101674.00,-28.99,1.33
137485,13.90,101679.00,-29.41,0.91
137580,14.00,101676.00,-29.16,1.16
137680,14.00,101675.00,-29.08,1.24
137777,14.00,101677.00,-29.24,1.08
137875,14.00,101679.00,-29.41,0.91
137971,14.00,101676.00,-29.16,1.16
138071,14.00,101671.00,-28.74,1.58
138166,13.90,101675.00,-29.08,1.24
138265,14.00,101674.00,-28.99,1.33
138361,14.00,101669.00,-28.58,1.74
138461,14.00,101671.00,-28.74,1.58
138556,14.00,101671.00,-28.74,1.58
138655,14.00,101671.00,-28.74,1.58
138750,13.90,101670.00,-28.66,1.66
138850,13.90,101671.00,-28.74,1.58
138946,13.90,101667.00,-28.41,1.91
139045,13.90,101670.00,-28.66,1.66
139141,14.00,101668.00,-28.49,1.83
139242,14.00,101674.00,-28.99,1.33
139342,13.90,101669.00,-28.58,1.74
139439,13.90,101664.00,-28.16,2.16
139539,13.90,101670.00,-28.66,1.66
139634,13.90,101676.00,-29.16,1.16
139736,13.90,101678.00,-29.32,1.00
139831,13.90,101672.00,-28.83,1.49
139931,14.00,101679.00,-29.41,0.91
140027,14.00,101678.00,-29.32,1.00
140128,14.00,101682.00,-29.66,0.66
140224,14.00,101683.00,-29.74,0.58
140324,14.00,101679.00,-29.41,0.91
140421,14.00,101680.00,-29.49,0.83
140516,14.00,101682.00,-29.66,0.66
140612,13.90,101680.00,-29.49,0.83
140707,14.00,101682.00,-29.66,0.66
140803,14.00,101681.00,-29.57,0.75
140899,14.00,101687.00,-30.07,0.25
140994,14.00,101682.00,-29.66,0.66
141093,14.00,101687.00,-30.07,0.25
141189,14.00,101673.00,-28.91,1.41
141285,14.00,101676.00,-29.16,1.16
141380,13.90,101672.00,-28.83,1.49
141475,14.00,101672.00,-28.83,1.49
141572,14.00,101676.00,-29.16,1.16
141670,13.90,101675.00,-29.08,1.24
141766,14.00,101680.00,-29.49,0.83
141861,14.00,101681.00,-29.57,0.75
141958,13.90,101676.00,-29.16,1.16
142053,13.90,101676.00,-29.16,1.16
142154,14.00,101674.00,-28.99,1.33
142249,14.00,101678.00,-29.32,1.00
142346,13.90,101676.00,-29.16,1.16
142446,14.00,101686.00,-29.99,0.33
142542,13.90,101674.00,-28.99,1.33
142638,13.90,101678.00,-29.32,1.00
142733,13.90,101680.00,-29.49,0.83
142829,14.00,101678.00,-29.32,1.00
142924,13.90,101675.00,-29.08,1.24
143021,13.90,101680.00,-29.49,0.83
143116,13.90,101681.00,-29.57,0.75
143212,13.90,101668.00,-28.49,1.83
143307,13.90,101682.00,-29.66,0.66
143404,13.90,101684.00,-29.82,0.50
143499,13.90,101680.00,-29.49,0.83
143594,13.90,101681.00,-29.57,0.75
143690,13.90,101685.00,-29.91,0.41
143785,13.90,101678.00,-29.32,1.00
143885,13.90,101683.00,-29.74,0.58
143980,13.90,101675.00,-29.08,1.24
144076,13.90,101677.00,-29.24,1.08
144172,13.90,101680.00,-29.49,0.83
144268,13.90,101675.00,-29.08,1.24
144363,13.90,101674.00,-28.99,1.33
144458,13.90,101676.00,-29.16,1.16
144555,13.90,101678.00,-29.32,1.00
144650,13.90,101669.00,-28.58,1.74
144746,13.90,101676.00,-29.16,1.16
144841,13.90,101678.00,-29.32,1.00
144937,13.90,101670.00,-28.66,1.66
145033,13.90,101675.00,-29.08,1.24
145129,13.90,101676.00,-29.16,1.16
145229,13.90,101672.00,-28.83,1.49
145326,14.00,101676.00,-29.16,1.16
145421,13.90,101679.00,-29.41,0.91
145516,14.00,101671.00,-28.74,1.58
145612,14.00,101675.00,-29.08,1.24
145708,14.00,101679.00,-29.41,0.91
145809,14.00,101683.00,-29.74,0.58
145905,14.00,101683.00,-29.74,0.58
146000,14.00,101686.00,-29.99,0.33
146096,14.00,101686.00,-29.99,0.33
146192,14.00,101681.00,-29.57,0.75
146287,14.00,101686.00,-29.99,0.33
146384,14.00,101691.00,-30.40,-0.08
146480,14.00,101685.00,-29.91,0.41
146576,14.00,101690.00,-30.32,0.00
146672,14.00,101693.00,-30.57,-0.25
146768,14.00,101685.00,-29.91,0.41
146864,14.00,101686.00,-29.99,0.33
146959,13.90,101681.00,-29.57,0.75
147055,13.90,101680.00,-29.49,0.83
147150,13.90,101675.00,-29.08,1.24
147247,13.90,101669.00,-28.58,1.74
147342,13.90,101667.00,-28.41,1.91
147438,13.90,101675.00,-29.08,1.24
147533,13.90,101671.00,-28.74,1.58
147629,13.90,101668.00,-28.49,1.83
147725,13.90,101675.00,-29.08,1.24
147820,13.90,101681.00,-29.57,0.75
147916,13.90,101683.00,-29.74,0.58
148012,14.00,101686.00,-29.99,0.33
148108,13.90,101682.00,-29.66,0.66
148203,13.90,101683.00,-29.74,0.58
148299,13.90,101682.00,-29.66,0.66
148395,13.90,101683.00,-29.74,0.58
148490,13.90,101685.00,-29.91,0.41
148586,13.90,101677.00,-29.24,1.08
148681,13.90,101679.00,-29.41,0.91
148777,14.00,101679.00,-29.41,0.91
148873,13.90,101687.00,-30.07,0.25
148969,13.90,101686.00,-29.99,0.33
149064,13.90,101678.00,-29.32,1.00
149159,13.90,101687.00,-30.07,0.25
149256,13.90,101680.00,-29.49,0.83
149351,13.90,101677.00,-29.24,1.08
149447,13.90,101683.00,-29.74,0.58
149542,13.90,101682.00,-29.66,0.66
149639,13.90,101686.00,-29.99,0.33
149734,13.90,101686.00,-29.99,0.33
149830,13.90,101681.00,-29.57,0.75
149925,14.00,101686.00,-29.99,0.33
150021,13.90,101682.00,-29.66,0.66
150117,13.90,101684.00,-29.82,0.50
150212,13.90,101683.00,-29.74,0.58
150308,13.90,101683.00,-29.74,0.58
150404,13.90,101679.00,-29.41,0.91
150500,13.90,101685.00,-29.91,0.41
150595,13.90,101680.00,-29.49,0.83
150690,13.90,101683.00,-29.74,0.58
150787,13.90,101684.00,-29.82,0.50
150882,13.90,101679.00,-29.41,0.91
150978,13.90,101678.00,-29.32,1.00
151073,13.90,101680.00,-29.49,0.83
151170,13.90,101687.00,-30.07,0.25
151265,13.90,101679.00,-29.41,0.91
151361,13.90,101680.00,-29.49,0.83
151456,13.90,101681.00,-29.57,0.75
151552,13.90,101681.00,-29.57,0.75
151648,13.90,101682.00,-29.66,0.66
151743,13.90,101678.00,-29.32,1.00
151839,13.90,101684.00,-29.82,0.50
151934,13.90,101676.00,-29.16,1.16
152031,13.90,101676.00,-29.16,1.16
152126,13.90,101682.00,-29.66,0.66
152221,13.90,101680.00,-29.49,0.83
152317,13.90,101682.00,-29.66,0.66
152413,13.90,101681.00,-29.57,0.75
152509,13.90,101682.00,-29.66,0.66
152604,13.90,101681.00,-29.57,0.75
152700,13.90,101682.00,-29.66,0.66
152796,13.90,101686.00,-29.99,0.33
152892,13.90,101682.00,-29.66,0.66
152987,13.90,101688.00,-30.15,0.17
153082,13.90,101683.00,-29.74,0.58
153179,13.90,101680.00,-29.49,0.83
153274,13.90,101677.00,-29.24,1.08
153370,13.90,101684.00,-29.82,0.50
153465,13.90,101685.00,-29.91,0.41
153562,13.90,101677.00,-29.24,1.08
153657,13.90,101673.00,-28.91,1.41
153752,13.90,101681.00,-29.57,0.75
153848,13.90,101680.00,-29.49,0.83
153944,13.90,101678.00,-29.32,1.00
154040,13.90,101672.00,-28.83,1.49
154135,13.90,101681.00,-29.57,0.75
154231,13.90,101679.00,-29.41,0.91
154327,13.90,101682.00,-29.66,0.66
154423,13.90,101684.00,-29.82,0.50
154518,13.90,101683.00,-29.74,0.58
154613,13.90,101689.00,-30.24,0.08
154710,13.90,101678.00,-29.32,1.00
154805,13.90,101683.00,-29.74,0.58
154901,13.90,101682.00,-29.66,0.66
154996,13.90,101684.00,-29.82,0.50
155092,13.90,101683.00,-29.74,0.58
155188,13.90,101686.00,-29.99,0.33
155283,13.90,101681.00,-29.57,0.75
155379,13.90,101672.00,-28.83,1.49
155474,13.90,101669.00,-28.58,1.74
155571,13.90,101674.00,-28.99,1.33
155666,13.90,101671.00,-28.74,1.58
155762,13.90,101685.00,-29.91,0.41
155857,13.90,101680.00,-29.49,0.83
155954,13.90,101678.00,-29.32,1.00
156049,13.90,101673.00,-28.91,1.41
156144,13.90,101677.00,-29.24,1.08
156240,13.90,101675.00,-29.08,1.24
156336,13.90,101678.00,-29.32,1.00
156432,13.90,101682.00,-29.66,0.66
156527,13.90,101682.00,-29.66,0.66
156623,13.90,101680.00,-29.49,0.83
156719,13.90,101672.00,-28.83,1.49
156814,13.90,101683.00,-29.74,0.58
156910,13.90,101675.00,-29.08,1.24
157005,13.90,101678.00,-29.32,1.00
157102,13.90,101676.00,-29.16,1.16
157197,13.90,101681.00,-29.57,0.75
157293,13.90,101677.00,-29.24,1.08
157388,13.90,101679.00,-29.41,0.91
157485,13.90,101679.00,-29.41,0.91
157580,13.90,101673.00,-28.91,1.41
157675,13.90,101674.00,-28.99,1.33
157771,13.90,101674.00,-28.99,1.33
157867,13.90,101678.00,-29.32,1.00
157963,13.90,101676.00,-29.16,1.16
158058,13.90,101673.00,-28.91,1.41
158154,13.90,101674.00,-28.99,1.33
158249,13.90,101676.00,-29.16,1.16
158345,13.90,101674.00,-28.99,1.33
158441,13.90,101677.00,-29.24,1.08
158536,13.90,101678.00,-29.32,1.00
158632,13.90,101673.00,-28.91,1.41
158728,13.90,101677.00,-29.24,1.08
158824,13.90,101670.00,-28.66,1.66
158919,13.90,101668.00,-28.49,1.83
159015,13.90,101671.00,-28.74,1.58
159111,13.90,101676.00,-29.16,1.16
159211,13.90,101675.00,-29.08,1.24
159306,13.90,101680.00,-29.49,0.83
159408,13.90,101676.00,-29.16,1.16
159503,13.90,101681.00,-29.57,0.75
159607,13.90,101677.00,-29.24,1.08
159704,13.90,101671.00,-28.74,1.58
159804,13.90,101679.00,-29.41,0.91
159899,13.90,101670.00,-28.66,1.66
160001,13.90,101676.00,-29.16,1.16
160096,13.90,101673.00,-28.91,1.41
160196,13.90,101673.00,-28.91,1.41
160292,13.90,101674.00,-28.99,1.33
160393,13.90,101672.00,-28.83,1.49
160489,13.90,101677.00,-29.24,1.08
160589,13.90,101673.00,-28.91,1.41
160686,13.90,101674.00,-28.99,1.33
160786,13.90,101675.00,-29.08,1.24
160881,13.90,101677.00,-29.24,1.08
160988,13.90,101679.00,-29.41,0.91
161083,13.90,101668.00,-28.49,1.83
161183,13.90,101675.00,-29.08,1.24
161280,13.90,101674.00,-28.99,1.33
161380,13.90,101678.00,-29.32,1.00
161475,13.90,101675.00,-29.08,1.24
161576,13.90,101673.00,-28.91,1.41
161672,13.90,101677.00,-29.24,1.08
161773,13.90,101674.00,-28.99,1.33
161868,13.90,101675.00,-29.08,1.24
161970,13.90,101674.00,-28.99,1.33
162065,13.90,101676.00,-29.16,1.16
162165,13.90,101673.00,-28.91,1.41
162262,13.90,101681.00,-29.57,0.75
162362,13.90,101675.00,-29.08,1.24
162458,13.90,101672.00,-28.83,1.49
162557,13.90,101675.00,-29.08,1.24
162653,13.90,101678.00,-29.32,1.00
162753,13.90,101677.00,-29.24,1.08
162848,13.90,101681.00,-29.57,0.75
162944,13.90,101672.00,-28.83,1.49
163040,13.90,101676.00,-29.16,1.16
163135,13.90,101682.00,-29.66,0.66
163231,13.90,101676.00,-29.16,1.16
163326,13.90,101672.00,-28.83,1.49
163423,13.90,101679.00,-29.41,0.91
163518,13.90,101682.00,-29.66,0.66
163613,13.90,101673.00,-28.91,1.41
163709,13.90,101671.00,-28.74,1.58
163805,13.90,101673.00,-28.91,1.41
163901,13.90,101682.00,-29.66,0.66
163996,13.90,101682.00,-29.66,0.66
164092,13.90,101673.00,-28.91,1.41
164193,13.90,101675.00,-29.08,1.24
164289,13.90,101678.00,-29.32,1.00
164389,13.90,101684.00,-29.82,0.50
164486,13.90,101677.00,-29.24,1.08
164581,13.90,101679.00,-29.41,0.91
164677,13.90,101671.00,-28.74,1.58
164772,13.90,101678.00,-29.32,1.00
164874,13.90,101676.00,-29.16,1.16
164969,13.90,101682.00,-29.66,0.66
165064,13.90,101676.00,-29.16,1.16
165160,13.90,101675.00,-29.08,1.24
165256,13.90,101679.00,-29.41,0.91
165352,13.90,101677.00,-29.24,1.08
165447,13.90,101679.00,-29.41,0.91
165543,13.90,101678.00,-29.32,1.00
165639,13.90,101679.00,-29.41,0.91
165735,13.90,101676.00,-29.16,1.16
165830,13.90,101674.00,-28.99,1.33
165925,13.90,101682.00,-29.66,0.66
166022,13.90,101671.00,-28.74,1.58
166117,13.90,101676.00,-29.16,1.16
166213,13.90,101673.00,-28.91,1.41
166308,13.90,101681.00,-29.57,0.75
166405,13.90,101673.00,-28.91,1.41
166500,13.90,101686.00,-29.99,0.33
166595,13.90,101672.00,-28.83,1.49
166691,13.90,101681.00,-29.57,0.75
166787,13.90,101679.00,-29.41,0.91
166883,13.90,101676.00,-29.16,1.16
166978,13.90,101681.00,-29.57,0.75
167074,13.90,101677.00,-29.24,1.08
167170,13.90,101678.00,-29.32,1.00
167271,13.90,101681.00,-29.57,0.75
167371,13.90,101682.00,-29.66,0.66
167468,13.90,101675.00,-29.08,1.24
167567,13.90,101680.00,-29.49,0.83
167663,13.90,101673.00,-28.91,1.41
167758,13.90,101682.00,-29.66,0.66
167855,13.90,101681.00,-29.57,0.75
167950,13.90,101673.00,-28.91,1.41
168045,13.90,101679.00,-29.41,0.91
168141,13.90,101677.00,-29.24,1.08
168237,13.90,101682.00,-29.66,0.66
168333,13.90,101680.00,-29.49,0.83
168428,13.90,101681.00,-29.57,0.75
168524,13.90,101681.00,-29.57,0.75
168620,13.90,101686.00,-29.99,0.33
168715,13.90,101677.00,-29.24,1.08
168811,13.90,101672.00,-28.83,1.49
168906,13.90,101670.00,-28.66,1.66
169003,13.90,101680.00,-29.49,0.83
169098,13.90,101677.00,-29.24,1.08
169194,13.90,101670.00,-28.66,1.66
169289,13.90,101679.00,-29.41,0.91
169385,13.90,101681.00,-29.57,0.75
169481,13.90,101681.00,-29.57,0.75
169576,13.90,101680.00,-29.49,0.83
169672,13.90,101682.00,-29.66,0.66
169767,13.90,101682.00,-29.66,0.66
169864,13.90,101682.00,-29.66,0.66
169959,13.90,101669.00,-28.58,1.74
170055,13.90,101672.00,-28.83,1.49
170150,13.90,101664.00,-28.16,2.16
170246,13.90,101677.00,-29.24,1.08
170342,13.90,101679.00,-29.41,0.91
170437,13.90,101675.00,-29.08,1.24
170533,13.90,101677.00,-29.24,1.08
170629,13.90,101673.00,-28.91,1.41
170725,13.90,101678.00,-29.32,1.00
170820,13.90,101682.00,-29.66,0.66
170916,13.90,101682.00,-29.66,0.66
171012,13.90,101675.00,-29.08,1.24
171107,13.90,101680.00,-29.49,0.83
171203,13.90,101681.00,-29.57,0.75
171298,13.90,101673.00,-28.91,1.41
171395,13.90,101682.00,-29.66,0.66
171490,13.90,101681.00,-29.57,0.75
171586,13.90,101676.00,-29.16,1.16
171681,13.90,101670.00,-28.66,1.66
171777,13.90,101679.00,-29.41,0.91
171873,13.90,101680.00,-29.49,0.83
171968,13.90,101680.00,-29.49,0.83
172064,13.90,101676.00,-29.16,1.16
172160,13.90,101675.00,-29.08,1.24
172256,13.90,101677.00,-29.24,1.08
172351,13.90,101673.00,-28.91,1.41
172447,13.90,101677.00,-29.24,1.08
172542,13.90,101676.00,-29.16,1.16
172638,13.90,101677.00,-29.24,1.08
172734,13.90,101675.00,-29.08,1.24
172829,13.90,101678.00,-29.32,1.00
172925,13.90,101674.00,-28.99,1.33
173021,13.90,101673.00,-28.91,1.41
173117,13.90,101675.00,-29.08,1.24
173212,13.90,101675.00,-29.08,1.24
173307,13.90,101674.00,-28.99,1.33
173404,13.90,101678.00,-29.32,1.00
173499,13.90,101674.00,-28.99,1.33
173595,13.90,101674.00,-28.99,1.33
173690,13.90,101678.00,-29.32,1.00
173787,13.90,101675.00,-29.08,1.24
173882,13.90,101679.00,-29.41,0.91
173978,13.90,101676.00,-29.16,1.16
174073,13.90,101675.00,-29.08,1.24
174169,13.90,101676.00,-29.16,1.16
174265,13.90,101682.00,-29.66,0.66
174360,13.90,101679.00,-29.41,0.91
174456,13.90,101677.00,-29.24,1.08
174552,13.90,101672.00,-28.83,1.49
174648,13.90,101678.00,-29.32,1.00
174743,13.90,101673.00,-28.91,1.41
174838,13.90,101674.00,-28.99,1.33
174935,13.90,101676.00,-29.16,1.16
175030,13.90,101680.00,-29.49,0.83
175126,13.90,101674.00,-28.99,1.33
175221,13.90,101678.00,-29.32,1.00
175318,13.90,101673.00,-28.91,1.41
175413,13.90,101676.00,-29.16,1.16
175509,13.90,101677.00,-29.24,1.08
175604,13.90,101674.00,-28.99,1.33
175699,13.90,101671.00,-28.74,1.58
175796,13.90,101678.00,-29.32,1.00
175891,13.90,101671.00,-28.74,1.58
175987,13.90,101677.00,-29.24,1.08
176082,13.90,101674.00,-28.99,1.33
176179,13.90,101672.00,-28.83,1.49
176274,13.90,101675.00,-29.08,1.24
176369,13.90,101672.00,-28.83,1.49
176465,13.90,101675.00,-29.08,1.24
176561,13.90,101681.00,-29.57,0.75
176657,13.90,101670.00,-28.66,1.66
176752,13.90,101664.00,-28.16,2.16
176848,13.90,101680.00,-29.49,0.83
176944,13.90,101678.00,-29.32,1.00
177040,13.90,101674.00,-28.99,1.33
177135,13.90,101678.00,-29.32,1.00
177230,13.90,101671.00,-28.74,1.58
177327,13.90,101677.00,-29.24,1.08
177423,13.90,101674.00,-28.99,1.33
177519,13.90,101672.00,-28.83,1.49
177614,13.90,101680.00,-29.49,0.83
177711,13.90,101678.00,-29.32,1.00
177806,13.90,101675.00,-29.08,1.24
177902,13.90,101682.00,-29.66,0.66
177997,13.90,101677.00,-29.24,1.08
178093,13.90,101669.00,-28.58,1.74
178189,13.90,101676.00,-29.16,1.16
178284,13.90,101679.00,-29.41,0.91
178380,13.90,101678.00,-29.32,1.00
178476,13.90,101673.00,-28.91,1.41
178572,13.90,101673.00,-28.91,1.41
178667,13.90,101672.00,-28.83,1.49
178762,13.90,101673.00,-28.91,1.41
178859,13.90,101676.00,-29.16,1.16
178954,13.90,101675.00,-29.08,1.24
179050,13.90,101675.00,-29.08,1.24
179145,13.90,101673.00,-28.91,1.41
179241,13.90,101676.00,-29.16,1.16
179337,13.90,101679.00,-29.41,0.91
179433,13.90,101678.00,-29.32,1.00
179528,13.90,101678.00,-29.32,1.00
179623,13.90,101675.00,-29.08,1.24
179720,13.90,101673.00,-28.91,1.41
179815,13.90,101678.00,-29.32,1.00
179911,13.90,101680.00,-29.49,0.83
180006,13.90,101676.00,-29.16,1.16
180103,13.90,101679.00,-29.41,0.91
180198,13.90,101678.00,-29.32,1.00
180293,13.90,101683.00,-29.74,0.58
180389,13.90,101678.00,-29.32,1.00
180485,13.90,101681.00,-29.57,0.75
180581,13.90,101683.00,-29.74,0.58
180676,13.90,101672.00,-28.83,1.49
180772,13.90,101671.00,-28.74,1.58
180868,13.90,101674.00,-28.99,1.33
180964,13.90,101677.00,-29.24,1.08
181059,13.90,101680.00,-29.49,0.83
181154,13.90,101677.00,-29.24,1.08
181251,13.90,101681.00,-29.57,0.75
181346,13.90,101676.00,-29.16,1.16
181442,13.90,101682.00,-29.66,0.66
181537,13.90,101680.00,-29.49,0.83
181634,13.90,101682.00,-29.66,0.66
181729,13.90,101680.00,-29.49,0.83
181824,13.80,101661.00,-27.92,2.40
181920,13.80,101657.00,-27.58,2.74
182016,13.80,101671.00,-28.74,1.58
182115,13.80,101667.00,-28.41,1.91
182210,13.80,101664.00,-28.16,2.16
182309,13.80,101659.00,-27.75,2.57
182405,13.80,101655.00,-27.42,2.90
182504,13.80,101654.00,-27.33,2.99
182600,13.80,101661.00,-27.92,2.40
182699,13.80,101664.00,-28.16,2.16
182795,13.80,101658.00,-27.67,2.65
182898,13.80,101673.00,-28.91,1.41
182999,13.80,101656.00,-27.50,2.82
183095,13.80,101670.00,-28.66,1.66
183195,13.80,101663.00,-28.08,2.24
183291,13.80,101661.00,-27.92,2.40
183392,13.80,101663.00,-28.08,2.24
183488,13.80,101659.00,-27.75,2.57
183588,13.80,101656.00,-27.50,2.82
183684,13.80,101656.00,-27.50,2.82
183785,13.80,101659.00,-27.75,2.57
183880,13.80,101660.00,-27.83,2.49
183981,13.80,101675.00,-29.08,1.24
184077,13.80,101666.00,-28.33,1.99
184177,13.80,101665.00,-28.25,2.07
184273,13.80,101679.00,-29.41,0.91
184373,13.80,101667.00,-28.41,1.91
184468,13.80,101664.00,-28.16,2.16
184567,13.80,101659.00,-27.75,2.57
184664,13.80,101667.00,-28.41,1.91
184763,13.80,101659.00,-27.75,2.57
184858,13.80,101664.00,-28.16,2.16
184958,13.80,101663.00,-28.08,2.24
185054,13.70,101652.00,-27.17,3.15
185153,13.80,101661.00,-27.92,2.40
185248,13.80,101662.00,-28.00,2.32
185348,13.80,101655.00,-27.42,2.90
185444,13.80,101661.00,-27.92,2.40
185543,13.80,101665.00,-28.25,2.07
185638,13.80,101662.00,-28.00,2.32
185740,13.80,101665.00,-28.25,2.07
185835,13.70,101661.00,-27.92,2.40
185936,13.80,101657.00,-27.58,2.74
186032,13.70,101657.00,-27.58,2.74
186133,13.70,101653.00,-27.25,3.07
186234,13.70,101652.00,-27.17,3.15
186330,13.70,101646.00,-26.67,3.65
186426,13.70,101649.00,-26.92,3.40
186521,13.80,101648.00,-26.84,3.48
186616,13.70,101651.00,-27.09,3.23
186713,13.70,101657.00,-27.58,2.74
186808,13.70,101654.00,-27.33,2.99
186909,13.80,101669.00,-28.58,1.74
187004,13.80,101669.00,-28.58,1.74
187101,13.80,101675.00,-29.08,1.24
187196,13.80,101667.00,-28.41,1.91
187292,13.80,101658.00,-27.67,2.65
187387,13.80,101672.00,-28.83,1.49
187484,13.80,101689.00,-30.24,0.08
187579,13.90,101682.00,-29.66,0.66
187675,13.90,101679.00,-29.41,0.91
187771,13.90,101691.00,-30.40,-0.08
187867,13.80,101686.00,-29.99,0.33
187963,13.80,101678.00,-29.32,1.00
188058,13.80,101668.00,-28.49,1.83
188154,13.80,101670.00,-28.66,1.66
188250,13.80,101665.00,-28.25,2.07
188346,13.80,101667.00,-28.41,1.91
188441,13.80,101654.00,-27.33,2.99
188536,13.80,101664.00,-28.16,2.16
188633,13.80,101659.00,-27.75,2.57
188728,13.80,101661.00,-27.92,2.40
188829,13.80,101654.00,-27.33,2.99
188924,13.80,101650.00,-27.00,3.32
189025,13.80,101647.00,-26.75,3.57
189120,13.80,101655.00,-27.42,2.90
189216,13.80,101650.00,-27.00,3.32
189312,13.80,101653.00,-27.25,3.07
189407,13.80,101658.00,-27.67,2.65
189503,13.80,101663.00,-28.08,2.24
189598,13.80,101660.00,-27.83,2.49
189694,13.80,101656.00,-27.50,2.82
189790,13.80,101659.00,-27.75,2.57
189886,13.80,101657.00,-27.58,2.74
189981,13.80,101656.00,-27.50,2.82
190076,13.80,101653.00,-27.25,3.07
190173,13.80,101651.00,-27.09,3.23
190268,13.80,101655.00,-27.42,2.90
190364,13.80,101651.00,-27.09,3.23
190459,13.80,101651.00,-27.09,3.23
190556,13.80,101656.00,-27.50,2.82
190651,13.80,101670.00,-28.66,1.66
190747,13.80,101668.00,-28.49,1.83
190842,13.80,101656.00,-27.50,2.82
190938,13.80,101662.00,-28.00,2.32
191034,13.80,101659.00,-27.75,2.57
191129,13.80,101646.00,-26.67,3.65
